user_db_id,field,subfield,career_stage,top_init_venue_db_id,mid_init_venue_db_id,low_init_venue_db_id,venue_bug,hash,gender,aa_area,clusters_20,clusters_40,institution_bin_3,institution_bin_10,academia_prestige_bin_3,academia_prestige_bin_10
196019,Biology,Genetics,Full Professor,1647092,1655179,1655604,False,92wUUNz4DwIqnIjqeGP3tA,gm,Medical Sciences,7,11,2.0,5.0,2.0,4.0
196606,Biology,Biochemistry,Full Professor,1647607,1648955,1647101,False,PAUlEG_s9XvVGBRra91iBw,gm,Biological Sciences,7,11,1.0,1.0,1.0,1.0
195940,Mathematics,Pure mathematics,Full Professor,1650953,1652563,1663821,False,NxxgE2GgQyzEvYeoYZ7wJA,gm,Mathematical Sciences,13,21,1.0,3.0,1.0,4.0
196731,Psychology,Developmental psychology,Associate Professor,1651281,1651463,1656613,False,R0A7eOn3I4AKFac8YcLHCA,gf,Psychological Sciences,20,38,2.0,5.0,2.0,5.0
205184,History,Other,Full Professor,1647120,1647407,1653351,False,XaUZJwaAgoOCUiiL0EFlGg,gm,,2,4,,,2.0,5.0
191326,Biology,Ecology,Full Professor,1647094,1652513,1648284,False,2KkE7YhqjsWYXkZqjIyoUA,gf,Biological Sciences,9,14,3.0,9.0,3.0,9.0
209115,Business,Marketing,Associate Professor,1655156,1661392,1674004,False,40rTbEs6qbrBVtWxuO7VhQ,gm,,19,37,,,,
207745,Economics,Environmental economics,Full Professor,1649056,1675811,1688966,False,2MNGxHvKVcL0g6fw9c44zQ,gm,Economics,2,4,3.0,8.0,3.0,7.0
172218,Psychology,Other,Associate Professor,1653749,1667914,1659149,False,n5EbvTctn4xjRRhatqJKJA,gm,Psychological Sciences,18,35,2.0,7.0,2.0,7.0
185353,Biology,Neuroscience,Associate Professor,1648536,1653825,1650599,False,xhqswKHOHsn5E1fcAWQG3w,gm,Psychological Sciences,10,15,3.0,10.0,3.0,9.0
196146,Psychology,Social psychology,Full Professor,1647148,1655811,1654354,False,Ot_hNPc3TI_lrnID9eo77g,gf,Psychological Sciences,8,13,2.0,5.0,1.0,3.0
195331,Business,Accounting,Full Professor,1661981,1670017,1668294,False,8WnLz88n9lT5Pq_4Q98NwA,gm,,1,1,,,,
193868,Psychology,Developmental psychology,Full Professor,1648972,1653309,1659077,False,P4x5uSYQ8HNi3nvwcTakpg,gf,Psychological Sciences,20,40,2.0,7.0,2.0,7.0
192785,Biology,Computational biology,Associate Professor,1647560,1649053,1647105,False,ZPxkQz22S7wEwiSBH2Vt7A,gm,Biological Sciences,6,8,3.0,7.0,2.0,5.0
191797,Physics,Astronomy,Assistant Professor,1647092,1678559,1648874,False,Q-lrehyRPgGENHnuYrv5ig,gm,Physical Sciences,3,5,1.0,3.0,1.0,3.0
192058,Psychology,Social psychology,Full Professor,1650354,1653961,1647405,False,VWD4SzuQPHQ1YhNLHgif8g,gm,Anthropology,20,38,1.0,2.0,1.0,1.0
196462,Psychology,Applied psychology,Associate Professor,1648511,1653749,1673489,False,zOfBxPux5odwAsO_PH4zfw,gf,Psychological Sciences,18,35,3.0,8.0,3.0,9.0
191387,Medicine,Pharmacology,Associate Professor,1650477,1649912,1648398,False,5F9GqeVKLL-hFCebsKxQDQ,gf,Psychological Sciences,7,11,3.0,10.0,3.0,9.0
192689,Mathematics,Other,Full Professor,1650953,1673453,1673382,False,zQsuUtPrqf1LeArSRLjMCA,gm,Mathematical Sciences,13,21,2.0,6.0,2.0,6.0
193731,Physics,Condensed matter physics,Full Professor,1647092,1651168,1657873,False,93bkmxzBZgoZw_rWuMw5GA,gf,Physical Sciences,6,8,1.0,1.0,1.0,1.0
195078,Mathematics,Other,Full Professor,1663740,1659368,1673382,False,RjAHS1NdED2euB0aT5wkwQ,gf,Mathematical Sciences,13,21,2.0,6.0,2.0,7.0
193569,Business,Business administration,Full Professor,1650616,1658068,1690846,False,e_e42EfvOLFzB8g9XWRb2Q,gm,,18,36,,,3.0,10.0
196958,Psychology,Cognitive science,Associate Professor,1648909,1654784,1653375,False,jJy3RvyR3_bVlAHOwVclGA,-,Psychological Sciences,20,38,2.0,7.0,2.0,5.0
196209,Medicine,Physiology,Full Professor,1647537,1647790,1648620,False,wbtSKQXthff1WXfRxRy25A,gf,Medical Sciences,8,13,2.0,5.0,1.0,3.0
192974,Business,Marketing,Full Professor,1648285,1671601,1659124,False,lsh6zC5IEQW9NywRB9AZXQ,gm,,19,37,,,,
196516,Biology,Cell biology,Full Professor,1647094,1647108,1647811,False,12mSAa3rbAeCIIea45tf0Q,gm,,7,11,,,,
191835,Biology,Microbiology,Other,1647094,1647101,1647549,False,CMNU36FFeeP8fluWSyEvPw,gm,Biological Sciences,7,10,1.0,3.0,1.0,4.0
192146,Chemistry,Inorganic chemistry,Full Professor,1647100,1647172,1647431,False,sv0yLTNvrUmzbaIk6sPSLw,-,Chemical Sciences,4,6,3.0,9.0,3.0,10.0
192073,Computer science,Computer graphics (images),Full Professor,1648309,1654991,1651012,False,nD7D5XfTfLmDwu0CpcEnMw,gm,,16,31,,,3.0,9.0
189863,Biology,Cancer research,Full Professor,1648239,1653406,1653010,False,TouOcmSbja28LQT_vgIiUQ,gm,,12,18,,,2.0,6.0
196124,Computer science,Programming language,Full Professor,1662461,1666389,1664934,False,7LXol3f85DyB2fh9k0i6yw,gm,,16,32,,,,
206803,Economics,Public economics,Full Professor,1649056,1652642,1671152,False,R9GUahBU71BCHPIEzeyLPg,-,Economics,2,4,3.0,7.0,2.0,6.0
194888,Business,Other,Associate Professor,1657773,1669822,1656447,False,gxV8vbeTbHx33SxHVP5YDA,gm,,18,36,,,,
191722,Engineering,Agricultural engineering,Associate Professor,1649201,1647550,1663622,False,W9dS9SOnk9pzV6JBVZzqeg,gm,Engineering,12,20,3.0,8.0,3.0,9.0
194344,Philosophy,Other,Full Professor,1648119,1662166,1649884,False,SgBx91iW6o-dX13zCEUJiw,gm,Philosophy,14,22,2.0,4.0,2.0,5.0
190295,Biology,Cell biology,Other,1687078,1648579,1648322,False,c2ksHcwu5ct2js_6pHZU7A,gm,Biological Sciences,8,13,1.0,3.0,2.0,5.0
195431,Computer science,Data science,Full Professor,1648928,1685397,1653721,False,KXhdVqmwQibq_ZxEpN7mPQ,-,Biological Sciences,8,13,1.0,2.0,1.0,2.0
194749,Mathematics,Applied mathematics,Full Professor,1674819,1656673,1655225,False,5IdOkDBkRby0GxOJDYikeQ,gm,Mathematical Sciences,2,4,2.0,5.0,2.0,4.0
192425,Chemistry,Organic chemistry,Full Professor,1647100,1647355,1647135,False,Grbh1NM6eze8eDmdDR5KpQ,gm,Chemical Sciences,4,6,2.0,5.0,1.0,4.0
197319,Biology,Other,Postdoctoral Researcher,1647094,1664954,1696383,False,kaMGelLCZR0oIutFTuHpxA,-,,16,26,,,,
193921,Biology,Virology,Full Professor,1647248,1647518,1647096,False,rw6QRn83CSWnD5mBrTkHxw,gf,Biological Sciences,7,11,1.0,2.0,1.0,2.0
196131,Mathematics,Mathematical analysis,Assistant Professor,1658269,1647461,1706903,False,17iNcgHSasfG4VfrNLTohA,gm,Mathematical Sciences,13,21,1.0,4.0,1.0,3.0
194516,Psychology,Other,Full Professor,1651690,1711304,1696105,False,3INvl0bkvnv3dp4NoTmQoQ,gf,Psychological Sciences,8,13,1.0,2.0,1.0,3.0
192930,Psychology,Other,Other,1707235,1661942,1655318,False,NdePH1G89PcrHMpa2ktOTA,gm,Psychological Sciences,8,12,2.0,5.0,2.0,5.0
193877,Biology,Neuroscience,Associate Professor,1650477,1647320,1647096,False,1g8ud1jTZ8RYH5niy6F0kg,gm,Biological Sciences,10,15,2.0,4.0,2.0,5.0
190462,Medicine,Nursing,Full Professor,1660533,1647691,1648695,False,YJ06l_CsS8yPWGpzGzycwA,gf,Health,8,13,1.0,2.0,2.0,5.0
196377,Chemistry,Biochemistry,Full Professor,1647607,1647092,1647101,False,KJQPym7InIzzSZ0ymqZRcg,gm,Biological Sciences,7,11,2.0,5.0,2.0,5.0
195012,Economics,Economic growth,Full Professor,1653339,1687490,1649646,False,C-uvAPSjcZQfIwnaOIUL4g,gm,Economics,2,4,2.0,5.0,2.0,7.0
206816,Mathematics,Mathematical analysis,Full Professor,1650953,1649124,1662250,False,f1OdZugl_KHqRrw2OvGLTQ,gm,Mathematical Sciences,13,21,3.0,7.0,3.0,8.0
191588,Sociology,Demography,Full Professor,1647555,1678990,1647096,False,U51la_j2t4CvY1-6_kwc7A,gf,Sociology,17,33,2.0,4.0,1.0,4.0
196784,Mathematics,Applied mathematics,Full Professor,1651966,1648644,1653321,False,LctRCBYqHPkYo7kZQobCpQ,gm,,13,21,,,,
190372,Mathematics,Applied mathematics,Full Professor,1647118,1647496,1705347,False,WhINl_F13B-uwr-RPC9hag,gm,Mathematical Sciences,6,8,1.0,3.0,1.0,4.0
195306,Mathematics,Other,Associate Professor,1650953,1649124,1651011,False,xMXOq2FG6gQxCbFcNYVS_g,gm,Mathematical Sciences,13,21,1.0,4.0,2.0,4.0
196764,Physics,Astronomy,Other,1654577,1647129,1647751,False,K5lz1Wkjw4ljbhzAKFKXRw,-,Physical Sciences,3,5,1.0,2.0,1.0,1.0
192913,Economics,Econometrics,Full Professor,1650343,1650235,1657968,False,LKFRAlOw3l1jqZ1-nHPN9Q,gm,Economics,2,4,2.0,5.0,3.0,8.0
207239,Psychology,Other,Full Professor,1647839,1647096,1650256,False,RppKlUCbmKeqcyQ2JD-uVQ,gm,Health,8,13,1.0,3.0,2.0,5.0
193227,Philosophy,Other,Associate Professor,1648927,1650892,1649921,False,HigKSMdcMNJAV2lAWPCdvw,gm,Theology and Religion,14,22,3.0,10.0,3.0,8.0
195313,Business,Accounting,Full Professor,1658795,1658824,1649355,False,_kTVZlHTQT8M91RCMd6b2w,gf,,1,2,,,,
191758,Engineering,Civil engineering,Associate Professor,1668629,1652722,1651767,False,dmD_tt2vlYUmFZCgbnXYhA,-,Engineering,12,20,1.0,1.0,1.0,1.0
196653,Computer science,Data mining,Associate Professor,1651758,1655176,1649636,False,TutHcT2d07mhM6qNPVFGsA,gm,,16,30,,,,
192330,Business,Marketing,Full Professor,1650229,1647092,1647108,False,YvNSBQ2sk32V6oSEmUs-Eg,gm,,19,37,,,,
184381,Chemistry,Inorganic chemistry,Full Professor,1647100,1647172,1648009,False,cgTVviK5TYDyc3wjYa3MhA,gm,Chemical Sciences,4,6,2.0,6.0,2.0,7.0
181221,Engineering,Electrical engineering,Full Professor,1671260,1647908,1647121,False,heXSG08uxqzyF1UNfJBXuQ,gm,Engineering,6,9,1.0,2.0,1.0,2.0
184182,Biology,Zoology,Full Professor,1649183,1649596,1660390,False,HHutxZBXZzj9pwu7voEXkA,gm,Biological Sciences,9,14,2.0,7.0,3.0,9.0
184682,Business,Accounting,Full Professor,1658795,1655581,1668294,False,gk-KsrNeWXO5aqZMi4Bghg,gm,,1,2,,,,
183781,Sociology,Social science,Associate Professor,1648524,1653059,1660633,False,Wmg9LrQivPHEQuDgdQLm7g,-,Sociology,17,33,3.0,7.0,2.0,6.0
164569,Mathematics,Combinatorics,Full Professor,1649124,1688445,1652626,False,5iG4lFaAxGx4wZXNoo-gBA,gm,Mathematical Sciences,16,32,2.0,4.0,2.0,5.0
180318,Mathematics,Statistics,Full Professor,1649012,1648480,1662395,False,PUpq5G7FD89Yw73A0jkz1g,gf,Biological Sciences,16,25,1.0,1.0,1.0,1.0
184228,Computer science,Computational science,Full Professor,1651889,1660747,1654440,False,bcHMJJ_PhHLjDRqD7jrqIg,gm,,16,28,,,,
164886,Engineering,Mechanical engineering,Full Professor,1661105,1675408,1652338,False,blhCngHs8DXjXO3MJjklIQ,gm,Engineering,16,28,2.0,7.0,2.0,7.0
196395,Economics,Finance,Associate Professor,1650681,1655568,1652768,False,74N9BocTL8Mf2RAKz-EE4Q,gm,,2,3,,,1.0,1.0
182562,Economics,Public economics,Associate Professor,1650681,1677031,1652322,False,rnl2_FKL8haLVX2VxKvzoA,gm,Economics,2,4,1.0,3.0,1.0,2.0
169584,Sociology,Other,Associate Professor,1664873,1658577,1649987,False,pohV4Ti_5kID2fSuLcpvLA,gf,Sociology,17,33,2.0,5.0,2.0,5.0
166286,Chemistry,Biochemistry,Full Professor,1647092,1647164,1647398,False,4U1Ue1k0cwr2r0l7OGDRDw,gm,Chemical Sciences,7,10,3.0,9.0,3.0,8.0
176084,Physics,Optoelectronics,Associate Professor,1647112,1648076,1647328,False,TDSoLSfaStZ-HdoC1wePPg,gm,Physical Sciences,6,8,3.0,9.0,2.0,7.0
174711,Philosophy,Other,Full Professor,1650345,1649318,1654039,False,RsciGcgHn-sFqTlHoJC6nw,gm,Philosophy,14,22,1.0,1.0,1.0,3.0
174143,Mathematics,Applied mathematics,Associate Professor,1647203,1697155,1649250,False,GXlX-Vox6dmkIKEbUqcQVg,gm,Mathematical Sciences,5,7,1.0,3.0,2.0,4.0
177612,Business,Marketing,Full Professor,1658073,1648285,1666908,False,YnvRX0-t1Gh8UkFITYT38g,gm,,19,37,,,1.0,2.0
178331,Mathematics,Applied mathematics,Full Professor,1650107,1651147,1652263,False,ZgDgTWucki-QH49sPV-tlQ,gm,Mathematical Sciences,16,28,,,,
162709,Sociology,Communication,Associate Professor,1663052,1693256,1675178,False,Q8woDHk_OJhWma5AGq_qZQ,gf,Linguistics,16,27,3.0,10.0,2.0,7.0
170587,Mathematics,Combinatorics,Full Professor,1651529,1648048,1654558,False,BreAH_BZN8lOP5wF3uedzQ,gm,Mathematical Sciences,13,21,3.0,10.0,3.0,10.0
181963,Biology,Biophysics,Full Professor,1647092,1663820,1647243,False,PtxRamJk3AbFVFfBpQPMhw,gm,Medical Sciences,7,10,2.0,5.0,2.0,4.0
184823,Chemistry,Physical chemistry,Associate Professor,1647459,1647233,1648531,False,nCfudRd48LuMWjpKnVSF3g,gm,Chemical Sciences,6,9,3.0,8.0,3.0,8.0
177002,Psychology,Cognitive psychology,Full Professor,1652988,1667551,1661946,False,fRlOKQpYFQPY9HCEljvYcw,gf,Psychological Sciences,20,38,3.0,9.0,3.0,10.0
186055,Mathematics,Geometry,Full Professor,1652563,1650877,1647887,False,VYA5ab6cxNXtLBYE-Tgy4A,gm,Mathematical Sciences,13,21,1.0,1.0,1.0,1.0
175422,Physics,Other,Associate Professor,1647094,1647118,1662312,False,7c1yLMsckJ8e-552uGeG9w,gm,Physical Sciences,12,18,3.0,8.0,3.0,9.0
181492,Psychology,Other,Full Professor,1648093,1655318,1648220,False,SvAOrVKnNIXNlBvGywXr3Q,gm,Psychological Sciences,20,39,,,,
178414,Engineering,Environmental engineering,Other,1647185,1707107,1648420,False,Rw1eu4Vm7BK6d8kLG_Dkxw,gm,Engineering,12,19,1.0,3.0,1.0,3.0
192781,Business,Business administration,Associate Professor,1653316,1653464,1650179,False,DwQ05Brmg-absxK2XkUUIQ,gm,,18,36,,,,
165516,History,Other,Full Professor,1647120,1647407,1656057,False,vB-hSYeH13N7F6zhz2QSbA,gm,,15,23,,,,
183031,Computer science,Natural language processing,Full Professor,1679455,1650193,1663080,False,oKYTPl1MOIa6nU5KuxOGGA,gf,Linguistics,16,27,3.0,8.0,1.0,2.0
183189,History,Other,Full Professor,1651869,1647120,1647407,False,rDQQNZWKYZjtqXW0hM-CIw,gm,,15,23,,,,
177684,Computer science,Natural language processing,Associate Professor,1648971,1660757,1671487,False,JTzKxab3Uj2_6rLqDuJTmA,gm,,16,30,,,,
183681,Engineering,Mechanical engineering,Assistant Professor,1654223,1650504,1651963,False,T-0bYXfqEEpTKn6ffcj7Og,gm,Engineering,8,13,3.0,9.0,3.0,8.0
184794,Psychology,Clinical psychology,Full Professor,1707235,1652802,1671069,False,lTqQXkf5hFcohQ3rfMWF8Q,gm,Psychological Sciences,20,40,1.0,3.0,1.0,3.0
169484,Physics,Nuclear physics,Associate Professor,1647118,1647367,1697694,False,8ixwVFel97zygAB9vAvgow,gm,Physical Sciences,5,7,2.0,6.0,3.0,8.0
169977,Business,Accounting,Associate Professor,1658795,1658824,1669856,False,Kn-izI6vkh14AUNW5GSJ0g,gm,,1,1,,,3.0,8.0
178018,Business,Business administration,Associate Professor,1653316,1653464,1655085,False,lC2wGhJ6TvIKIxzLvLlAJA,gm,,18,36,,,,
182177,Economics,Political economy,Associate Professor,1649056,1650876,1654688,False,eDDnQjKUhQmMG4Wvqz_vtQ,gm,Economics,2,3,2.0,5.0,3.0,9.0
180360,Sociology,Anthropology,Full Professor,1662125,1677480,1654493,False,ANIjy-LHpJWuc8cSefaoDw,gm,Anthropology,17,34,2.0,4.0,2.0,5.0
184885,Computer science,Artificial intelligence,Other,1651438,1668353,1648769,False,9vM3iZrC-e8I5VLWKw1ywQ,gm,,16,30,,,1.0,1.0
177696,Philosophy,Other,Associate Professor,1693319,1680237,1662372,False,wJ_-yGUKGqTO1BGzURdF9A,gf,Philosophy,16,28,3.0,9.0,3.0,9.0
193112,History,Other,Full Professor,1647407,1666829,1651932,False,KbJLIP2tngFggzyHzuavtA,gm,,15,23,,,2.0,6.0
184517,Physics,Astrophysics,Full Professor,1647129,1647150,1647977,False,bM6dFJ0XEir6BvanumJo3w,gm,Physical Sciences,3,5,3.0,9.0,3.0,10.0
182499,Mathematics,Statistics,Full Professor,1647092,1650477,1647296,False,j_nzOsOXmnG80L7bS0QeLA,gf,Biological Sciences,8,13,1.0,2.0,1.0,2.0
177973,Philosophy,Other,Full Professor,1686686,1660343,1651701,False,Kg1vs6JooHo4urRBnTT7nA,gm,Philosophy,14,22,1.0,1.0,1.0,1.0
190660,Chemistry,Polymer chemistry,Assistant Professor,1647094,1647258,1648952,False,YI-mBkCULmCyUpgo9T0uLQ,gm,Chemical Sciences,7,10,2.0,5.0,2.0,5.0
186284,Biology,Biophysics,Associate Professor,1647092,1647607,1647212,False,9mVUfX112JbhWug_h2XRwQ,gm,Physical Sciences,7,11,2.0,5.0,2.0,6.0
157127,Mathematics,Combinatorics,Associate Professor,1650953,1649124,1647887,False,5lJJnsAMxEWFUVYWQDduHw,gm,Mathematical Sciences,13,21,3.0,10.0,3.0,10.0
173802,Sociology,Social science,Associate Professor,1653722,1663641,1660255,False,PgqEHBa1gXtEnZF_c0EU4g,gf,Health,8,13,2.0,4.0,2.0,4.0
176138,Sociology,Criminology,Full Professor,1656491,1660171,1688102,False,Lg7oIjXHVzxzju8qfFTLtg,gf,Sociology,17,34,2.0,5.0,2.0,7.0
166595,Biology,Botany,Full Professor,1647607,1648926,1647396,False,evhzQ1lvwGgRNhY45NQ8yw,gm,Biological Sciences,7,11,2.0,6.0,2.0,5.0
170800,Business,Other,Associate Professor,1651560,1649355,1660685,False,XO5a7pAWgqSMv-ecnBPCBA,gm,,18,36,,,2.0,5.0
176342,Chemistry,Other,Other,1647122,1647470,1652045,False,a8CrqTZ-QJbGvdNze0j2Zw,gm,Chemical Sciences,6,9,1.0,1.0,1.0,2.0
150059,Chemistry,Physical chemistry,Full Professor,1647237,1647233,1649007,False,6omKbUlDo37p51URdhIftg,gm,Chemical Sciences,6,9,3.0,8.0,3.0,8.0
168039,Psychology,Clinical psychology,Associate Professor,1647792,1653631,1693956,False,YkJdZ4LiLcP2dEOSTrD9YQ,gf,Psychological Sciences,20,40,2.0,6.0,2.0,6.0
185155,Sociology,Social science,Associate Professor,1648549,1662915,1650256,False,xo6umvrG26bwsY6grDS41A,-,,20,40,,,,
186180,Business,Business administration,Full Professor,1653111,1650616,1663643,False,J6m-LKdQxynFdkgl4UKJuw,gm,,17,33,,,,
157634,Psychology,Developmental psychology,Full Professor,1648972,1648096,1651510,False,7bYSwlthWX5XtMZhqN7h4w,gf,Psychological Sciences,20,38,1.0,3.0,1.0,2.0
166019,Biology,Botany,Full Professor,1652403,1647541,1654522,False,ZxP_T_5DjwsrWpJv3PbKAg,gm,Biological Sciences,12,18,1.0,2.0,1.0,2.0
159733,Sociology,Demography,Associate Professor,1648524,1656606,1655641,False,aoDYSRzkij-uo30lBhqB3A,gf,Sociology,17,33,2.0,7.0,2.0,6.0
158525,Chemistry,Inorganic chemistry,Associate Professor,1647100,1647172,1647431,False,Xx7O4BKhwlE1CDxcXV8myQ,gm,Chemical Sciences,4,6,2.0,6.0,2.0,7.0
185938,Psychology,Social psychology,Full Professor,1648093,1662251,1663015,False,w6OpKewP2Vo3vUgS5odrHg,gf,"Journalism, Media, Communication",20,39,3.0,9.0,3.0,9.0
186330,Business,Business administration,Assistant Professor,1650616,1651303,1696674,False,Bnqkvif-OmcTrb9U3oXo-w,gf,,18,36,,,,
195974,Psychology,Other,Full Professor,1664070,1658513,1658924,False,fv26kaLaN2tqIBW50qMJNg,gf,Psychological Sciences,16,25,3.0,8.0,3.0,8.0
173248,Physics,Statistical physics,Other,1647496,1648954,1647486,False,HKjUs0j02pm73XRw1gYRFA,gm,Physical Sciences,6,8,2.0,6.0,2.0,4.0
177227,Economics,Labour economics,Full Professor,1650343,1654527,1655738,False,zkiEqYMONR-ubVZi0Jzdqw,gf,Economics,2,4,1.0,3.0,1.0,3.0
165796,Computer science,Computer graphics (images),Other,1713000,1705161,1658257,False,0HiXluN67BAywsNn_jAtAQ,gf,,16,31,,,,
167835,Business,Marketing,Full Professor,1648093,1712747,1651281,False,T-NdOMcMXX0rveugLW8AxA,gm,,20,38,,,,
184654,Physics,Statistical physics,Full Professor,1647118,1647496,1648954,False,KJlJxjaif521VElwkPgl2A,gm,,6,8,,,,
186318,Business,Accounting,Associate Professor,1658795,1669856,1666148,False,cj9Br4_9uuyNDZ3Jr2ThBA,gm,,1,2,,,3.0,8.0
173377,Business,Finance,Associate Professor,1648193,1670384,1656107,False,UTJ_owbom4Xnz0FjG1HI0w,gm,,2,3,,,,
185100,Computer science,Other,Full Professor,1679123,1685349,1650017,False,Ok_hUZufkFzt-PW0R95-dg,gm,,16,28,,,,
185317,Psychology,Cognitive psychology,Full Professor,1647243,1652279,1647405,False,nMu1fGndA-i8FK_7MIs-Tg,gf,,10,15,,,,
177267,Sociology,Other,Associate Professor,1648524,1656606,1704815,False,FNVN9eS0t2gI7MwxmnfJFw,gf,Sociology,17,34,1.0,2.0,1.0,3.0
161690,History,Other,Associate Professor,1647120,1650911,1672134,False,UxASRNWkFkUuhoLfL1modg,-,,16,28,,,,
177702,Engineering,Mechanical engineering,Other,1647544,1647927,1647315,False,p1daNnkN1f5rrJNjBEJhWQ,gm,Computational Sciences,6,8,3.0,9.0,3.0,8.0
195134,Business,International trade,Full Professor,1655613,1648285,1663795,False,X0IlcRNLX5laUYV-dqnR-g,gm,,18,36,,,,
196939,Psychology,Cognitive psychology,Associate Professor,1663912,1652279,1670772,False,cFMmBSzrK3X40gDkQM4vYA,gf,Psychological Sciences,10,15,3.0,10.0,3.0,8.0
178616,Psychology,Social psychology,Full Professor,1651281,1650113,1661392,False,UwoOS8Wuby1D_DtSC7MVwQ,-,,19,37,,,,
192354,History,Other,Full Professor,1647407,1658139,1656773,False,M8IXsQW20SAVEhB5wc8gcg,gm,,15,23,,,3.0,8.0
176689,Philosophy,Other,Full Professor,1648927,1663267,1661835,False,AliE4TdQf0Jc1cIfYZ-5ew,-,Philosophy,14,22,3.0,10.0,3.0,9.0
179953,Business,Finance,Associate Professor,1648193,1654005,1658165,False,82QNP-ZRv8GVV-XE64HaIQ,gm,,2,3,,,,
162363,Mathematics,Combinatorics,Full Professor,1653770,1648048,1690646,False,t4RKBmc0Hr1BXUZC_raSuw,gm,Mathematical Sciences,16,32,2.0,5.0,2.0,4.0
177331,Engineering,Chemical engineering,Full Professor,1647092,1647100,1647262,False,Dqv47ddOXFFJFLtPRGtbSQ,gm,Engineering,6,9,1.0,3.0,1.0,3.0
186035,Sociology,Other,Full Professor,1658657,1656612,1693361,False,fVyhayjxu6gQQfbV5Y7KSA,gm,Sociology,12,18,2.0,5.0,1.0,4.0
178797,Biology,Ecology,Full Professor,1650060,1650769,1650749,False,I0GmNK8LQ_HxaYOrXtlpOw,gf,Biological Sciences,12,18,3.0,8.0,3.0,7.0
185447,Sociology,Social science,Full Professor,1664979,1650301,1650163,False,Hh1n4mkymULOPwbgeC0jcQ,gf,Health,16,28,1.0,3.0,1.0,2.0
170899,Philosophy,Other,Full Professor,1649107,1670129,1653390,False,ZFz883v_JjdV2VobkrVHBA,gm,Philosophy,14,22,2.0,5.0,2.0,6.0
184185,Physics,Theoretical physics,Full Professor,1647118,1648339,1647595,False,dptPy0rt3bysYN8rLsDHsA,gm,Physical Sciences,5,7,1.0,3.0,1.0,3.0
183207,Psychology,Neuroscience,Full Professor,1650477,1649896,1663241,False,cEVgBqA0HmPhia1RPfVv8g,gm,Psychological Sciences,10,15,3.0,9.0,3.0,8.0
181759,Biology,Genetics,Full Professor,1648002,1648590,1653729,False,MEvcGhHBG3RFAQDTLSw1dQ,gf,Medical Sciences,12,18,1.0,2.0,1.0,2.0
184720,Psychology,Neuroscience,Associate Professor,1663820,1649609,1649174,False,er7EC0YoTYDlEESaYgIXkw,gm,Psychological Sciences,10,15,2.0,6.0,2.0,5.0
172854,Mathematics,Arithmetic,Full Professor,1650953,1650248,1659681,False,fnKuvyfXGssBdKJ2PUG03w,gm,Mathematical Sciences,13,21,1.0,2.0,1.0,3.0
183233,Physics,Condensed matter physics,Associate Professor,1647118,1647496,1647336,False,_VKQILF9ux7-TugdJ8SX-A,gm,Physical Sciences,6,8,2.0,4.0,2.0,4.0
172821,Biology,Biophysics,Full Professor,1647607,1647560,1647227,False,hyASMbx6HphunmpaVynbWw,gm,Medical Sciences,10,15,1.0,2.0,1.0,2.0
165255,Business,Other,Full Professor,1649646,1653450,1660592,False,63LnUbQCUS3J76wUToQbDQ,gm,,18,36,,,,
170247,Business,Marketing,Full Professor,1658073,1660887,1665317,False,SwYWqF_vzs4p3ylXN1az9Q,gm,,2,4,,,1.0,3.0
168889,Mathematics,Other,Other,1663821,1647461,1648637,False,SJiiVlEXdXIL18tn7tAHpg,gm,Mathematical Sciences,13,21,2.0,5.0,1.0,3.0
180642,Psychology,Neuroscience,Full Professor,1647320,1649896,1651743,False,aelhIPdM-wilh1qL30pS8A,gf,Medical Sciences,10,15,2.0,5.0,1.0,3.0
170788,Engineering,Transport engineering,Associate Professor,1702060,1653996,1649656,False,L4_Z--kABihQxyhvBsEFMQ,gm,Engineering,16,28,2.0,5.0,2.0,4.0
177397,Philosophy,Linguistics,Associate Professor,1648464,1652119,1688382,False,nzbPLZorObV6lgUhwu6z8Q,gf,Linguistics,16,27,1.0,2.0,1.0,2.0
166783,Engineering,Environmental engineering,Associate Professor,1647803,1647703,1654962,False,z3dddZYZ0TXmj2CwzZLhxg,gm,Engineering,12,20,1.0,2.0,1.0,2.0
184838,Psychology,Other,Associate Professor,1662006,1658513,1661600,False,HYf4Nuf3pyAjXlJsDiwWXw,gf,Psychological Sciences,20,40,2.0,4.0,1.0,3.0
194375,Business,Business administration,Full Professor,1648613,1650616,1652518,False,BB2UvJM5HmNXdKtcPd1H1g,gm,,18,36,,,,
165712,Computer science,Programming language,Full Professor,1662461,1668186,1670442,False,o9owvfdQGh6lgW3WOejVfQ,gm,,16,32,,,,
180867,Biology,Evolutionary biology,Associate Professor,1647094,1648390,1652054,False,ACmUxMqOfSNl3hwRUKAv8Q,gm,Anthropology,12,18,2.0,6.0,2.0,6.0
197224,Biology,Other,Full Professor,1647092,1647108,1696382,False,8V8DKJu4JlCzFdnmBAkhxQ,gf,Anthropology,8,13,1.0,1.0,1.0,1.0
192988,Mathematics,Applied mathematics,Full Professor,1650953,1651966,1648644,False,RmD0uySzt8GZt9nES4L6Aw,gm,Agriculture,13,21,3.0,8.0,2.0,7.0
160748,Medicine,Physiology,Associate Professor,1654317,1648802,1647721,False,u80_jR8x9SYwuRXmdOtqbw,gf,Health,8,13,3.0,8.0,2.0,6.0
