venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1649549,102349131,Medical History,4,Medical History,0.2142857142857142,9014.0,36194.0,0025-7273,Arts and Humanities,Computer science,0.9,medical history
1649695,75093782,Plasma Physics and Controlled Fusion,4,Plasma Physics and Controlled Fusion,2.145614035087719,8748.0,173247.0,0741-3335,Physics and Astronomy,Physics,2.1,plasma physics and controlled fusion
1649688,88041965,Journal of Emergency Nursing,4,Journal of Emergency Nursing,1.1784511784511784,6768.0,33826.0,0099-1767,Medicine,Medicine,1.8,journal of emergency nursing
1649791,11146949,Smart Materials and Structures,4,Smart Materials and Structures,3.7614795918367343,8537.0,290134.0,0964-1726,Engineering,Engineering,3.7,smart materials and structures
1649887,32061424,International Journal of Climatology,4,International Journal of Climatology,3.4155339805825244,8282.0,372460.0,0899-8418,Environmental Science,Geology,3.5,international journal of climatology
1649901,107525555,Journal of the History of Medicine and Allied Sciences,4,Journal of the History of Medicine and Allied Sciences,0.96,8035.0,25878.0,0022-5045,Arts and Humanities,Medicine,0.9,journal of the history of medicine and allied sciences
1650080,22685659,Journal of Wind Engineering and Industrial Aerodynamics,4,Journal of Wind Engineering and Industrial Aerodynamics,4.301765650080257,7794.0,195789.0,0167-6105,Environmental Science,Engineering,4.2,journal of wind engineering and industrial aerodynamics
1650082,186357190,Future Generation Computer Systems,4,Future Generation Computer Systems,8.190132370637786,7798.0,266620.0,0167-739X,Computer Science,Computer science,6.2,future generation computer systems-the international journal of escience
1650203,101617623,Acta Metallurgica,4,Acta Metallurgica,0.0,7442.0,473975.0,0001-6160,Materials Science,Materials science,,
1650341,117819788,The Russian Review,4,The Russian Review,0.2129629629629629,7164.0,49564.0,0036-0341,Social Sciences,Political science,0.6,russian review
1650511,157485431,Journal of Travel Research,4,Journal of Travel Research,7.97029702970297,6965.0,204050.0,0047-2875,Social Sciences,Political science,8.0,journal of travel research
1650479,4306420033,International Parallel and Distributed Processing Symposium,4,International Parallel and Distributed Processing Symposium,1.5384615384615383,528.0,2670.0,,Computer Science,Computer science,,
1650564,4306417597,Adaptive Agents and Multi-Agents Systems,4,Adaptive Agents and Multi-Agents Systems,0.3428571428571428,4887.0,41465.0,,Computer Science,Computer science,,
1650591,6785741,Mechanism and Machine Theory,4,Mechanism and Machine Theory,5.371029224904701,6905.0,172338.0,0094-114X,Engineering,Computer science,4.5,mechanism and machine theory
1650629,116775814,Computers and Electronics in Agriculture,4,Computers and Electronics in Agriculture,9.173731758165392,6986.0,265607.0,0168-1699,Agricultural and Biological Sciences,Computer science,7.7,computers and electronics in agriculture
1650623,29918858,Obesity,4,Obesity,3.6262626262626263,6805.0,328201.0,1930-7381,Medicine,Medicine,4.2,obesity
1650689,156179317,Journal of Environmental Engineering,4,Journal of Environmental Engineering,1.563265306122449,6606.0,129699.0,0733-9372,Environmental Science,Engineering,1.6,journal of environmental engineering
1650984,183957208,Seismological Research Letters,4,Seismological Research Letters,2.714028776978417,6232.0,85086.0,0895-0695,Earth and Planetary Sciences,Geology,2.6,seismological research letters
1651038,18051569,Resources Conservation and Recycling,4,Resources Conservation and Recycling,12.580152671755725,6311.0,343955.0,0921-3449,Environmental Science,Engineering,11.2,resources conservation and recycling
1651096,61821002,Psychology in the Schools,4,Psychology in the Schools,2.0723192019950125,6116.0,107542.0,0033-3085,Psychology,Psychology,1.8,psychology in the schools
1651149,51885707,Annals of Tourism Research,4,Annals of Tourism Research,8.279329608938548,6006.0,343959.0,0160-7383,Social Sciences,Political science,10.4,annals of tourism research
1651284,2737737698,Advanced Science,4,Advanced Science,12.36539069914584,6531.0,303696.0,2198-3844,Engineering,Chemistry,14.3,advanced science
1651295,38956312,The Jewish Quarterly Review,4,The Jewish Quarterly Review,0.0434782608695652,5784.0,22545.0,0021-6682,Arts and Humanities,Philosophy,0.4,jewish quarterly review
1651340,6814119,Tourism Management,4,Tourism Management,11.813513513513511,5789.0,472147.0,0261-5177,Social Sciences,Political science,10.9,tourism management
1651369,175181960,Environmental Biology of Fishes,4,Environmental Biology of Fishes,1.3573573573573574,5662.0,154548.0,0378-1909,Environmental Science,Biology,1.4,environmental biology of fishes
1651412,128122872,Comptes Rendus Mathematique,4,Comptes Rendus Mathématique,0.5869565217391305,5697.0,54045.0,1631-073X,Computer Science,Mathematics,0.8,comptes rendus mathematique
1651507,108229257,Advanced Optical Materials,4,Advanced Optical Materials,7.20264093448451,6043.0,184599.0,2195-1071,Engineering,Materials science,8.0,advanced optical materials
1651542,103377564,Aids Care-psychological and Socio-medical Aspects of Aids/hiv,4,AIDS Care,1.425233644859813,5507.0,146990.0,0954-0121,Medicine,Medicine,1.2,aids care-psychological and socio-medical aspects of aids/hiv
1651575,65315170,Endeavour,4,Endeavour,0.4285714285714285,5392.0,99551.0,0160-9327,Chemistry,Physics,0.5,endeavour
1651706,202848731,Journal of Historical Geography,4,Journal of Historical Geography,0.5564516129032258,5351.0,53219.0,0305-7488,"Economics, Econometrics and Finance",History,1.3,journal of historical geography
1651751,169586356,Geoforum,4,Geoforum,3.4621072088724585,5355.0,168590.0,0016-7185,Social Sciences,Political science,3.4,geoforum
1651732,188551233,Journal of Statistical Computation and Simulation,4,Journal of Statistical Computation and Simulation,1.1564102564102563,5340.0,60583.0,0094-9655,Mathematics,Mathematics,1.1,journal of statistical computation and simulation
1651754,2764453006,Physical review applied,4,Physical Review Applied,4.167433831990794,5687.0,113173.0,2331-7019,Computer Science,Physics,3.8,physical review applied
1651834,97548893,The American Journal of Economics and Sociology,4,American Journal of Economics and Sociology,0.9777777777777776,5240.0,30196.0,0002-9246,"Economics, Econometrics and Finance",Economics,0.9,american journal of economics and sociology
1652171,40252047,Journal of Modern African Studies,4,The Journal of Modern African Studies,1.168421052631579,4930.0,54242.0,0022-278X,Social Sciences,Political science,1.3,journal of modern african studies
1652251,2500736452,Advanced Healthcare Materials,4,Advanced Healthcare Materials,7.997884344146685,5240.0,180048.0,2192-2640,Engineering,Materials science,10.0,advanced healthcare materials
1652290,97758720,Microbial Ecology,4,Microbial Ecology,3.4885496183206106,4861.0,240396.0,0095-3628,Environmental Science,Biology,3.3,microbial ecology
1652374,4210206027,Journal of education for business,4,Journal of Education for Business,1.75,4745.0,39583.0,0883-2323,"Business, Management and Accounting",Psychology,1.3,journal of education for business
1652392,45331193,Journal of Intelligent Material Systems and Structures,4,Journal of Intelligent Material Systems and Structures,2.2186588921282797,4779.0,124690.0,1045-389X,Engineering,Engineering,2.4,journal of intelligent material systems and structures
1652397,144187503,BMC Medical Education,4,BMC Medical Education,3.6919127086007704,5055.0,127606.0,1472-6920,Medicine,Medicine,2.7,bmc medical education
1652430,118967163,Rocky Mountain Journal of Mathematics,4,Rocky Mountain Journal of Mathematics,0.6071428571428571,4740.0,39988.0,0035-7596,Mathematics,Mathematics,0.7,rocky mountain journal of mathematics
1652719,140564781,Labour/Le Travail,4,Labour / Le Travail,0.0387596899224806,4033.0,48560.0,0700-3862,Social Sciences,Political science,0.5,labour-le travail
1652763,133768115,Robotics and Autonomous Systems,4,Robotics and Autonomous Systems,5.268518518518518,4488.0,153587.0,0921-8890,Computer Science,Computer science,4.3,robotics and autonomous systems
1652899,153020912,Systems Engineering,4,Systems Engineering,1.6082474226804124,4368.0,21642.0,1098-1241,Engineering,Computer science,1.6,systems engineering
1653009,154010748,Management Decision,4,Management Decision,4.64453125,4339.0,150376.0,0025-1747,"Business, Management and Accounting",Economics,4.1,management decision
1653091,158656174,Behaviour,4,Behaviour,0.9,4213.0,193657.0,0005-7959,Agricultural and Biological Sciences,Biology,1.2,behaviour
1653415,16821847,The Holocene,4,The Holocene,1.6550387596899223,4014.0,143632.0,0959-6836,Earth and Planetary Sciences,Geology,1.6,holocene
1653402,168628147,Philosophical Books,4,Philosophical Books,0.0,3978.0,83487.0,0031-8051,Psychology,Philosophy,,
1653481,184846731,International Journal of Human Resource Management,4,The International Journal of Human Resource Management,6.130434782608695,3965.0,195070.0,0958-5192,"Business, Management and Accounting",Economics,4.9,international journal of human resource management
1653453,68787384,Quarterly Journal of Mathematics,4,The Quarterly Journal of Mathematics,0.65,3970.0,55789.0,0033-5606,Mathematics,Mathematics,0.6,quarterly journal of mathematics
1653541,64122990,Third World Quarterly,4,Third World Quarterly,2.3196480938416424,3968.0,105609.0,0143-6597,Social Sciences,Political science,1.9,third world quarterly
1653496,27769002,Operations Research Letters,4,Operations Research Letters,0.887719298245614,3984.0,87503.0,0167-6377,Computer Science,Computer science,0.8,operations research letters
1653626,58716519,Plant Ecology,4,Plant Ecology,2.19672131147541,3507.0,122027.0,1385-0237,Environmental Science,Biology,1.9,plant ecology
1653646,133648787,Journal of Southeast Asian Studies,4,Journal of Southeast Asian Studies,0.0851063829787234,3639.0,12947.0,0022-4634,Social Sciences,History,0.4,journal of southeast asian studies
1653926,120991925,Telecommunications Policy,4,Telecommunications Policy,7.017543859649122,3716.0,74570.0,0308-5961,Engineering,Business,5.9,telecommunications policy
1654057,118082279,International Journal of Urban and Regional Research,4,International Journal of Urban and Regional Research,1.5632183908045978,3639.0,126684.0,0309-1317,Social Sciences,Political science,2.7,international journal of urban and regional research
1654089,135560524,BMC Medicine,4,BMC Medicine,7.960479041916168,3790.0,254975.0,1741-7015,"Economics, Econometrics and Finance",Medicine,7.0,bmc medicine
1654457,130807758,Coral Reefs,4,Coral Reefs,2.806020066889632,3482.0,157128.0,0722-4028,Environmental Science,Biology,2.7,coral reefs
1654482,84525459,Journal of Safety Research,4,Journal of Safety Research,4.438709677419355,3464.0,88521.0,0022-4375,Engineering,Medicine,3.9,journal of safety research
1654499,32973720,Global Biogeochemical Cycles,4,Global Biogeochemical Cycles,4.922118380062305,3481.0,332550.0,0886-6236,Earth and Planetary Sciences,Geology,5.4,global biogeochemical cycles
1654566,39841227,International Journal of Forecasting,4,International Journal of Forecasting,8.020576131687243,3429.0,245033.0,0169-2070,"Economics, Econometrics and Finance",Economics,6.9,international journal of forecasting
1654830,124584455,Electoral Studies,4,Electoral Studies,3.787610619469026,3325.0,108039.0,0261-3794,Social Sciences,Political science,2.9,electoral studies
1654836,69627091,Journal of School Psychology,4,Journal of School Psychology,3.889705882352941,3312.0,111557.0,0022-4405,Psychology,Psychology,3.8,journal of school psychology
1654845,4306500161,ACM Proceedings,4,ACM Proceedings,0.0,3275.0,390.0,,Computer Science,Computer science,,
1654960,38883057,Information & Management,4,Information & Management,8.938931297709924,3265.0,241755.0,0378-7206,Decision Sciences,Computer science,8.2,information & management
1654993,89717723,International Journal of Comparative Sociology,4,International Journal of Comparative Sociology,1.162790697674419,3240.0,20017.0,0020-7152,Social Sciences,Sociology,2.0,international journal of comparative sociology
1655045,2764778443,Southern California quarterly,4,Southern California Quarterly,0.0526315789473684,3209.0,1947.0,0038-3929,Environmental Science,History,,
1655099,58220144,Journal of Abnormal Child Psychology,4,Journal of Abnormal Child Psychology,0.0,3173.0,245924.0,0091-0627,Psychology,Psychology,,
1655113,128621090,Journal of Economic Education,4,The Journal of Economic Education,1.4936708860759491,3141.0,42200.0,0022-0485,Social Sciences,Economics,1.7,journal of economic education
1655165,127668553,Wetlands,4,Wetlands,2.0,3223.0,94987.0,0277-5212,Environmental Science,Biology,1.8,wetlands
1655377,47508943,Sigmod Record,4,ACM SIGMOD Record,1.303370786516854,3089.0,121354.0,0163-5808,Computer Science,Computer science,0.9,sigmod record
1655542,61906035,IEEE Security & Privacy,4,IEEE Security & Privacy,1.1047904191616766,3063.0,58512.0,1540-7993,Computer Science,Computer science,2.9,ieee security & privacy
1655859,169694011,Global Ecology and Biogeography,4,Global Ecology and Biogeography,6.975062344139651,3003.0,209011.0,1466-822X,Environmental Science,Biology,6.3,global ecology and biogeography
1655990,174148068,Traffic,4,Traffic,2.4705882352941178,2890.0,151671.0,1398-9219,"Biochemistry, Genetics and Molecular Biology",Biology,3.6,traffic
1656021,102896891,Psychology & Marketing,4,Psychology and Marketing,8.898351648351648,2918.0,157540.0,0742-6046,"Business, Management and Accounting",Psychology,8.9,psychology & marketing
1656049,110204754,Journal of Anxiety Disorders,4,Journal of Anxiety Disorders,4.868544600938967,2886.0,164020.0,0887-6185,Psychology,Psychology,4.8,journal of anxiety disorders
1656485,117031645,School Psychology Review,4,School Psychology Review,3.688622754491018,2716.0,93936.0,0279-6015,Psychology,Psychology,3.9,school psychology review
1656491,180657665,Violence Against Women,4,Violence Against Women,1.9666666666666663,2781.0,93735.0,1077-8012,Social Sciences,Medicine,2.3,violence against women
1656522,78544662,Notre Dame Journal of Formal Logic,4,Notre Dame Journal of Formal Logic,0.492063492063492,2714.0,25960.0,0029-4527,Computer Science,Mathematics,0.6,notre dame journal of formal logic
1656628,163019073,Ai Magazine,4,AI Magazine,2.103448275862069,2661.0,59544.0,0738-4602,Computer Science,Computer science,2.5,ai magazine
1656739,203731762,Journal of Industrial Ecology,4,Journal of Industrial Ecology,5.4765342960288805,2704.0,112761.0,1088-1980,Environmental Science,Biology,4.9,journal of industrial ecology
1656806,121529132,Anthropology Today,4,Anthropology Today,0.53125,2625.0,19002.0,0268-540X,Social Sciences,Sociology,1.5,anthropology today
1656891,182666042,Naval Research Logistics,4,Naval Research Logistics (NRL),1.5735294117647058,2633.0,55629.0,0894-069X,"Business, Management and Accounting",Computer science,1.9,naval research logistics
1656952,4210212392,Philosophia,4,Philosophia,0.495049504950495,2633.0,13613.0,0048-3893,Psychology,Philosophy,0.5,philosophia
1657067,202958571,Astroparticle Physics,4,Astroparticle Physics,3.950819672131148,2577.0,81816.0,0927-6505,Physics and Astronomy,Physics,4.2,astroparticle physics
1657113,132261465,IEEE Robotics & Automation Magazine,4,IEEE Robotics & Automation Magazine,1.842323651452282,2586.0,73684.0,1070-9932,Engineering,Computer science,5.4,ieee robotics & automation magazine
1657404,4306419857,International Conference on Supercomputing (ICS),4,International Conference on Supercomputing,1.96875,729.0,1164.0,,Computer Science,Computer science,,
1657549,129102366,Reviews of Geophysics,4,Reviews of Geophysics,19.220338983050848,2449.0,325879.0,1944-9208,Physics and Astronomy,Geology,25.2,reviews of geophysics
1657709,117643613,New Literary History,4,New Literary History,0.410958904109589,2364.0,36845.0,0028-6087,Arts and Humanities,Philosophy,0.8,new literary history
1657961,4210224956,Soviet studies,4,Soviet Studies,0.0,2334.0,10237.0,0038-5859,Social Sciences,Political science,,
1658082,452692,Holocaust and Genocide Studies,4,Holocaust and Genocide Studies,0.096,2301.0,6215.0,1476-7937,Social Sciences,Political science,0.4,holocaust and genocide studies
1658124,1824407,Autism,4,Autism,5.709601873536299,2380.0,107894.0,1362-3613,Neuroscience,Psychology,5.2,autism
1658231,142731909,Metascience,4,Metascience,0.2289156626506024,2305.0,2438.0,0815-0796,Arts and Humanities,Philosophy,,
1658218,6640965,Environmental Science: Processes & Impacts,4,Environmental Science Processes & Impacts,3.674019607843137,2358.0,48469.0,2050-7887,Environmental Science,Chemistry,4.3,environmental science-processes & impacts
1658574,120387555,International History Review,4,The International History Review,0.4042553191489361,2192.0,11148.0,0707-5332,Arts and Humanities,Political science,0.5,international history review
1658588,59667848,Random Structures and Algorithms,4,Random Structures and Algorithms,0.689873417721519,2220.0,49319.0,1042-9832,Mathematics,Mathematics,0.9,random structures & algorithms
1658789,114141255,Early Childhood Research Quarterly,4,Early Childhood Research Quarterly,4.066666666666666,2215.0,108846.0,0885-2006,Social Sciences,Psychology,3.2,early childhood research quarterly
1659262,4210207018,mSphere,4,mSphere,4.147350993377484,2154.0,47461.0,2379-5042,"Biochemistry, Genetics and Molecular Biology",Biology,3.7,msphere
1659276,181984663,American Literary History,4,American Literary History,0.0835913312693498,2144.0,16246.0,0896-7148,Social Sciences,History,0.6,american literary history
1659383,181633058,Electronic Journal of Probability,4,Electronic Journal of Probability,1.2067901234567902,2108.0,33031.0,1083-6489,Mathematics,Mathematics,1.3,electronic journal of probability
1659534,113184965,Deviant Behavior,4,Deviant Behavior,2.2846715328467155,2026.0,40223.0,0163-9625,Social Sciences,Psychology,1.7,deviant behavior
1659583,199078552,Journal of Strategic Studies,4,Journal of Strategic Studies,1.8160919540229885,2017.0,19700.0,0140-2390,Social Sciences,Political science,1.3,journal of strategic studies
1659844,114448247,Labor: Studies in Working-Class History of the Americas,4,Labor Studies in Working-Class History of the Americas,0.195,1915.0,6578.0,1547-6715,Social Sciences,Political science,0.3,labor-studies in working-class history of the americas
1660112,28604305,Communication Research,4,Communication Research,4.079365079365079,1918.0,127270.0,0093-6502,Arts and Humanities,Psychology,4.9,communication research
1660701,163326656,ACM Transactions on Mathematical Software,4,ACM Transactions on Mathematical Software,2.848101265822785,1815.0,121426.0,0098-3500,Computer Science,Computer science,2.7,acm transactions on mathematical software
1660757,4306418011,Conference of the European Chapter of the Association for Computational Linguistics,4,Conference of the European Chapter of the Association for Computational Linguistics,4.634271099744246,325.0,8419.0,,Computer Science,Computer science,,
1660820,137490058,Phonetica,4,Phonetica,0.6938775510204082,1774.0,32858.0,0031-8388,Psychology,Computer science,1.1,phonetica
1661660,2764646616,ACS Infectious Diseases,4,ACS Infectious Diseases,4.124528301886793,1750.0,35455.0,2373-8227,"Biochemistry, Genetics and Molecular Biology",Biology,4.0,acs infectious diseases
1661828,201325571,History Compass,4,History Compass,0.3555555555555555,1655.0,9469.0,1478-0542,"Economics, Econometrics and Finance",Political science,0.5,history compass
1661831,172508320,Evolutionary Anthropology,4,Evolutionary Anthropology Issues News and Reviews,2.4,1658.0,54213.0,1060-1538,Psychology,Biology,4.6,evolutionary anthropology
1662251,207100277,Basic and Applied Social Psychology,4,Basic and Applied Social Psychology,2.5384615384615383,1585.0,57928.0,0197-3533,Social Sciences,Psychology,2.5,basic and applied social psychology
1662429,37623806,Public Management Review,4,Public Management Review,4.803347280334728,1603.0,65747.0,1471-9037,Social Sciences,Political science,5.0,public management review
1664508,184237522,Early Medieval Europe,4,Early Medieval Europe,0.0434782608695652,1393.0,7437.0,0963-9462,Arts and Humanities,History,0.7,early medieval europe
1665351,81071032,Group Processes & Intergroup Relations,4,Group Processes & Intergroup Relations,4.595121951219512,1301.0,51043.0,1368-4302,Social Sciences,Psychology,4.0,group processes & intergroup relations
1665372,72761507,Journal of the History of Sexuality,4,Journal of the History of Sexuality,0.1176470588235294,1099.0,5401.0,1043-4070,Arts and Humanities,History,0.4,journal of the history of sexuality
1665668,158759456,portal - Libraries and the Academy,4,portal Libraries and the Academy,0.92,1269.0,14965.0,1530-7131,Social Sciences,Computer science,0.8,portal-libraries and the academy
1668007,4210203962,Social philosophy & policy,4,Social Philosophy and Policy,1.338235294117647,1062.0,23007.0,0265-0525,Social Sciences,Political science,0.3,social philosophy & policy
1668629,4210188283,Nature sustainability,4,Nature Sustainability,18.087818696883858,1112.0,78254.0,2398-9629,Environmental Science,Biology,25.7,nature sustainability
1670155,168738021,International Journal of Social Robotics,4,International Journal of Social Robotics,4.443478260869565,984.0,36660.0,1875-4791,Psychology,Computer science,3.8,international journal of social robotics
1670931,4210229375,Nature Catalysis,4,Nature Catalysis,26.973684210526315,954.0,101016.0,2520-1158,Energy,Chemistry,42.8,nature catalysis
1671563,4210232324,Studies in linguistics and philosophy,4,Studies in linguistics and philosophy,0.0384615384615384,963.0,27290.0,0924-4662,Arts and Humanities,Computer science,,
1672352,4210205351,Historical Methods: A Journal of Quantitative and Interdisciplinary History,4,Historical Methods A Journal of Quantitative and Interdisciplinary History,2.0434782608695654,821.0,8455.0,0161-5440,"Economics, Econometrics and Finance",Sociology,1.6,historical methods
1673489,3835251,Human Performance,4,Human Performance,3.235294117647059,772.0,44072.0,0895-9285,"Business, Management and Accounting",Psychology,2.9,human performance
1674665,158932249,Ethnography,4,Ethnography,0.908256880733945,739.0,21844.0,1466-1381,Social Sciences,Sociology,0.8,ethnography
1706308,88849993,Journal of Construction Engineering and Management-asce,4,Journal of Construction Engineering and Management-asce,0.0,139.0,50.0,,Engineering,Computer science,,
1707107,4210208646,Water Research X,4,Water Research X,7.707692307692308,153.0,4308.0,2589-9147,Environmental Science,Biology,7.2,water research x
1686009,124285148,Documenta Mathematica,4,Documenta Mathematica,0.6666666666666666,1043.0,13451.0,1431-0635,Mathematics,Mathematics,0.9,documenta mathematica
1659470,117927158,Law and Human Behavior,4,Law and Human Behavior,1.282258064516129,2066.0,98053.0,0147-7307,Psychology,Psychology,2.4,law and human behavior
1662322,196205230,Project Management Journal,4,Project Management Journal,5.056179775280899,1583.0,46542.0,1938-9507,Decision Sciences,Engineering,5.1,project management journal
1659243,108595589,Journal of Clinical Child and Adolescent Psychology,4,Journal of Clinical Child & Adolescent Psychology,4.3076923076923075,2081.0,125157.0,1537-4416,Psychology,Psychology,4.2,journal of clinical child and adolescent psychology
1657237,50071195,Operating Systems Review,4,ACM SIGOPS Operating Systems Review,2.0454545454545454,2502.0,71660.0,0163-5980,Computer Science,Computer science,,
1662867,13068289,Cultural Diversity & Ethnic Minority Psychology,4,Cultural Diversity & Ethnic Minority Psychology,2.4583333333333335,1537.0,59069.0,1099-9809,Social Sciences,Psychology,3.2,cultural diversity & ethnic minority psychology
1647877,66124381,IEEE Spectrum,4,IEEE Spectrum,0.46524064171123,19743.0,68303.0,0018-9235,Engineering,Computer science,2.6,ieee spectrum
1647958,189694085,IEEE Sensors Journal,4,IEEE Sensors Journal,4.821650237312888,19616.0,397060.0,1530-437X,Engineering,Computer science,4.3,ieee sensors journal
1655801,4210216037,History workshop journal,4,History Workshop Journal,0.2647058823529412,2924.0,22094.0,1363-3554,Social Sciences,History,1.0,history workshop journal
1654056,1374498,Journal of Counseling and Development,4,Journal of Counseling & Development,2.8365384615384617,3626.0,109658.0,0748-9633,Psychology,Psychology,2.3,journal of counseling and development
1651781,4210200322,Journal Of Geophysical Research: Oceans,4,Journal of Geophysical Research Oceans,3.2036328871892925,5436.0,138913.0,2169-9275,Earth and Planetary Sciences,Geology,3.3,journal of geophysical research-oceans
1665731,161848700,Journal of Linguistic Anthropology,4,Journal of Linguistic Anthropology,1.0388349514563109,1252.0,29202.0,1055-1360,Social Sciences,Sociology,1.8,journal of linguistic anthropology
1681627,88468642,Morphology,4,Morphology,0.9642857142857144,496.0,5640.0,1871-5621,Arts and Humanities,Philosophy,1.5,morphology
1659591,29730349,Ite Journal-institute of Transportation Engineers,4,ITE journal,0.2857142857142857,1995.0,7619.0,0162-8178,Social Sciences,Engineering,0.3,ite journal-institute of transportation engineers
1657303,10591207,Current Sociology,4,Current Sociology,2.109289617486339,2499.0,45984.0,0011-3921,Social Sciences,Sociology,1.9,current sociology
1652263,19392275,Discrete and Continuous Dynamical Systems,4,Discrete and Continuous Dynamical Systems,1.1341991341991342,4848.0,64732.0,1078-0947,Mathematics,Mathematics,1.1,discrete and continuous dynamical systems
1679724,2764931408,Native American and Indigenous Studies,4,Native American and Indigenous Studies,0.2279411764705882,505.0,511.0,2332-1261,Health Professions,History,2.5,nais-native american and indigenous studies association
1671281,92709572,Journal of Interactive Marketing,4,Journal of Interactive Marketing,6.989247311827957,882.0,89293.0,1094-9968,Social Sciences,Business,6.8,journal of interactive marketing
1664521,186804083,GLQ: A Journal of Lesbian and Gay Studies,4,GLQ A Journal of Lesbian and Gay Studies,0.6236559139784946,1363.0,25837.0,1064-2684,Social Sciences,Psychology,1.0,glq-a journal of lesbian and gay studies
1663880,74338687,Journal of Aging Studies,4,Journal of Aging Studies,2.0846153846153848,1441.0,43054.0,0890-4065,Psychology,Psychology,1.8,journal of aging studies
1651830,141074886,Acta Arithmetica,4,Acta Arithmetica,0.4615384615384615,5263.0,54946.0,0065-1036,Mathematics,Mathematics,0.5,acta arithmetica
1661494,997959834,Electronic Journal of Statistics,4,Electronic Journal of Statistics,1.0566037735849056,1719.0,28244.0,1935-7524,Mathematics,Mathematics,1.0,electronic journal of statistics
1666190,198031716,Modern Judaism,4,Modern Judaism - A Journal of Jewish Ideas and Experience,0.25,1196.0,3459.0,0276-1114,Social Sciences,Philosophy,0.5,modern judaism
1653606,90283396,Political Studies,4,Political Studies,3.511278195488722,3873.0,111277.0,0032-3217,Social Sciences,Political science,2.5,political studies
1660738,142541857,Journal of Social Philosophy,4,Journal of Social Philosophy,1.0564516129032258,1806.0,15708.0,0047-2786,Social Sciences,Sociology,1.1,journal of social philosophy
1664070,78020522,Structural Equation Modeling,4,Structural Equation Modeling A Multidisciplinary Journal,2.541176470588235,1414.0,214076.0,1070-5511,Decision Sciences,Mathematics,2.5,structural equation modeling-a multidisciplinary journal
1661273,9231424,The Journal of Legal Studies,4,The Journal of Legal Studies,0.4666666666666667,1651.0,65174.0,0047-2530,"Economics, Econometrics and Finance",Economics,0.9,journal of legal studies
1664551,90519018,Infant and Child Development,4,Infant and Child Development,2.1315789473684212,1384.0,30424.0,1522-7219,Psychology,Psychology,2.8,infant and child development
1659690,4210229244,Proceedings of the annual meeting of the Berkeley Linguistics Society,4,Proceedings of the Annual Meeting of the Berkeley Linguistics Society,0.0,1979.0,24727.0,0363-2946,Arts and Humanities,Philosophy,,
1664016,45682993,Academy of Management Learning and Education,4,Academy of Management Learning and Education,3.703296703296703,1421.0,68688.0,1537-260X,"Business, Management and Accounting",Economics,4.8,academy of management learning & education
1670843,160343789,The Journal of Ethics,4,The Journal of Ethics,1.2253521126760565,890.0,11646.0,1382-4554,Neuroscience,Philosophy,0.9,journal of ethics
1661259,4210181449,The Quarterly journal of experimental psychology,4,The Quarterly Journal of Experimental Psychology Section A,0.0,1717.0,97799.0,0272-4987,Psychology,Psychology,,
1661109,100706773,Journal of Applied Philosophy,4,Journal of Applied Philosophy,1.0121212121212122,1753.0,18505.0,0264-3758,Social Sciences,Sociology,0.7,journal of applied philosophy
1660615,27428843,Philosophical Psychology,4,Philosophical Psychology,1.2556053811659194,1873.0,35643.0,0951-5089,Neuroscience,Psychology,1.4,philosophical psychology
1671502,159387410,Kantian Review,4,Kantian Review,0.7279411764705882,879.0,4986.0,1369-4154,Arts and Humanities,Philosophy,1.1,kantian review
1664234,92417479,Contemporary European History,4,Contemporary European History,0.3630952380952381,1421.0,7812.0,0960-7773,Social Sciences,Political science,0.8,contemporary european history
1650442,65957803,Engineering Geology,4,Engineering Geology,7.378172588832487,7123.0,290555.0,0013-7952,Environmental Science,Geology,6.9,engineering geology
1674222,69220080,Cultural Sociology,4,Cultural Sociology,1.2352941176470589,763.0,10377.0,1749-9755,Social Sciences,Sociology,1.4,cultural sociology
1650504,141152059,Annals of Biomedical Engineering,4,Annals of Biomedical Engineering,3.1338028169014085,6848.0,241048.0,0090-6964,Medicine,Medicine,3.0,annals of biomedical engineering
1663912,18942856,"Cognitive, Affective, & Behavioral Neuroscience",4,Cognitive Affective & Behavioral Neuroscience,2.7960199004975124,1449.0,76854.0,1530-7026,Neuroscience,Psychology,2.5,cognitive affective & behavioral neuroscience
1649559,50055314,Supportive Care in Cancer,4,Supportive Care in Cancer,2.8566265060240963,9174.0,242640.0,0941-4355,Medicine,Medicine,2.8,supportive care in cancer
1667919,78926909,The Vldb Journal,4,The VLDB Journal,3.621212121212121,1084.0,59786.0,1066-8888,Computer Science,Computer science,2.8,vldb journal
1669996,58535122,Language and Cognitive Processes,4,Language and Cognitive Processes,0.0,939.0,69345.0,0169-0965,Neuroscience,Computer science,,
1671910,2481449237,Human-Computer Interaction,4,Human-Computer Interaction,3.5833333333333335,761.0,51509.0,0737-0024,Computer Science,Computer science,4.5,human-computer interaction
1688457,2504380752,EPJ Data Science,4,EPJ Data Science,3.46218487394958,387.0,11766.0,2193-1127,Physics and Astronomy,Computer science,3.0,epj data science
1663684,166763293,Social Text,4,Social Text,2.0408163265306123,1362.0,46470.0,0164-2472,Social Sciences,Political science,1.2,social text
